,isbn,title,series_title,series_release_number,authors,publisher,language,description,num_pages,format,genres,publication_date,rating_score,num_ratings,num_reviews,current_readers,want_to_read,price,url
3746,9780062289278,Wildfire ,Hidden Legacy,3,Ilona Andrews,Avon,English,"Nevada Baylor can’t decide which is more frustrating—harnessing her truthseeker abilities or dealing with Connor “Mad” Rogan and their evolving relationship. Yes, the billionaire Prime is helping her navigate the complex magical world in which she’s become a crucial player—and sometimes a pawn—but she also has to deal with his ex-fiancée, whose husband has disappeared, and whose damsel-in-distress act is wearing very, very thin.
Rogan faces his own challenges, too, as Nevada’s magical rank has made her a desirable match for other Primes. Controlling his immense powers is child’s play next to controlling his conflicting emotions. And now he and Nevada are confronted by a new threat within her own family. Can they face this together? Or is their world about to go up in smoke?",391,Mass Market Paperback,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Magic', 'Paranormal Romance', 'Adult', 'Fiction']","July 25, 2017",4.49,39043.0,3291.0,1887.0,6997.0,7.99,https://www.goodreads.com/book/show/27422533-wildfire
3747,,The Orphan's Tale,,,Pam Jenoff,MIRA,English,"A powerful novel of friendship set in a traveling circus during World War II, The Orphan's Tale introduces two extraordinary women and their harrowing stories of sacrifice and survival.
Sixteen-year-old Noa has been cast out in disgrace after becoming pregnant by a Nazi soldier and being forced to give up her baby. She lives above a small rail station, which she cleans in order to earn her keep. When Noa discovers a boxcar containing dozens of Jewish infants bound for a concentration camp, she is reminded of the child that was taken from her. And in a moment that will change the course of her life, she snatches one of the babies and flees into the snowy night.
Noa finds refuge with a German circus, but she must learn the flying trapeze act so she can blend in undetected, spurning the resentment of the lead aerialist, Astrid. At first rivals, Noa and Astrid soon forge a powerful bond. But as the facade that protects them proves increasingly tenuous, Noa and Astrid must decide whether their friendship is enough to save one another - or if the secrets that burn between them will destroy everything.",368,Kindle Edition,"['Historical Fiction', 'Fiction', 'World War II', 'Historical', 'Audiobook', 'War', 'Holocaust']","February 21, 2017",4.04,85792.0,7342.0,8521.0,77300.0,13.99,https://www.goodreads.com/book/show/30971090-the-orphan-s-tale
3748,,The Dry ,Aaron Falk,1,Jane Harper,Macmillan Australia,English,"A small town hides big secrets in this atmospheric, page-turning debut mystery by award-winning author Jane Harper.
In the grip of the worst drought in a century, the farming community of Kiewarra is facing life and death choices daily when three members of a local family are found brutally slain.
Federal Police investigator Aaron Falk reluctantly returns to his hometown for the funeral of his childhood friend, loath to face the townsfolk who turned their backs on him twenty years earlier. 
But as questions mount, Falk is forced to probe deeper into the deaths of the Hadler family. Because Falk and Luke Hadler shared a secret. A secret Falk thought was long buried. A secret Luke's death now threatens to bring to the surface in this small Australian town, as old wounds bleed into new ones.",336,Kindle Edition,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Australia', 'Audiobook']","November 8, 2016",4.06,235858.0,19357.0,12300.0,152000.0,0.0,https://www.goodreads.com/book/show/27824826-the-dry
3749,,Windwitch ,The Witchlands,2,Susan Dennard,Tor Teen,English,"Sometimes our enemies are also our only allies…
After an explosion destroys his ship, the world believes Prince Merik, Windwitch, is dead. Scarred yet alive, Merik is determined to prove his sister’s treachery. Upon reaching the royal capital, crowded with refugees, he haunts the streets, fighting for the weak—which leads to whispers of a disfigured demigod, the Fury, who brings justice to the oppressed.
When the Bloodwitch Aeduan discovers a bounty on Iseult, he makes sure to be the first to find her—yet in a surprise twist, Iseult offers him a deal. She will return money stolen from him, if he locates Safi. Now they must work together to cross the Witchlands, while constantly wondering, who will betray whom first?
After a surprise attack and shipwreck, Safi and the Empress of Marstok barely escape with their lives. Alone in a land of pirates, every moment balances on a knife’s edge—especially when the pirates’ next move could unleash war upon the Witchlands.",384,Hardcover,"['Fantasy', 'Young Adult', 'Magic', 'Young Adult Fantasy', 'High Fantasy', 'Witches', 'Fiction']","January 10, 2017",3.96,21733.0,3130.0,928.0,30900.0,9.99,https://www.goodreads.com/book/show/29939390-windwitch
3750,9781250111173,Behind Her Eyes,,,Sarah Pinborough,Flatiron Books,English,"Why is everyone talking about the ending of Sarah Pinborough's 
Louise is a single mom, a secretary, stuck in a modern-day rut. On a rare night out, she meets a man in a bar and sparks fly. Though he leaves after they kiss, she’s thrilled she finally connected with someone.
When Louise arrives at work on Monday, she meets her new boss, David. The man from the bar. The very married man from the bar…who says the kiss was a terrible mistake but who still can’t keep his eyes off Louise.
And then Louise bumps into Adele, who’s new to town and in need of a friend, but she also just happens to be married to David. David and Adele look like the picture-perfect husband and wife, but then why is David so controlling, and why is Adele so scared of him?
As Louise is drawn into David and Adele’s orbit, she uncovers more puzzling questions than answers. The only thing that is crystal clear is that something in this marriage is very, very wrong, but Louise can’t guess how wrong―and how far a person might go to protect their marriage’s secrets.",307,Hardcover,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Psychological Thriller']","January 26, 2017",3.8,158189.0,23352.0,8682.0,163000.0,0.0,https://www.goodreads.com/book/show/28965131-behind-her-eyes
3751,9781682309810,Egomaniac,,,Vi Keeland,EverAfter Romance,English,"The night I met Drew Jagger, he’d just broken into my new Park Avenue office. I dialed 9-1-1 before proceeding to attack him with my fancy new Krav Maga skills.  He quickly restrained me, then chuckled, finding my attempted assault amusing.   
 
Of course, my intruder had to be arrogant. Only, turned out, he wasn’t an intruder at all.   
 
Drew was the rightful occupant of my new office. He’d been on vacation while his posh space was renovated. Which was how a scammer got away with leasing me office space that wasn’t really available for rent. I was swindled out of ten grand. 
 
The next day, after hours at the police station, Drew took pity on me and made me an offer I couldn’t refuse. In exchange for answering his phones while his secretary was out, he’d let me stay until I found a new place. I probably should have acted grateful and kept my mouth shut when I overheard the advice he was spewing to his clients. But I couldn’t help giving him a piece of my mind. I never expected my body to react every time we argued. Especially when that was all we seemed to be able to do. 
 
The two of us were complete opposites. Drew was a bitter, angry, gorgeous-as-all-hell destroyer of relationships. And my job was to help people save their marriages. The only thing the two of us had in common was the space we were sharing. And an attraction that was getting harder to deny by the day.",322,Paperback,"['Romance', 'Contemporary', 'Contemporary Romance', 'New Adult', 'Humor', 'Adult', 'Audiobook']","January 16, 2017",4.2,47721.0,4296.0,2105.0,26200.0,3.99,https://www.goodreads.com/book/show/32848471-egomaniac
3752,9780062455864,By Your Side,,,Kasie West,HarperTeen,English,"An irresistible story from Kasie West that explores the timeless question: What do you do when you fall for the person you least expect?
When Autumn Collins finds herself accidentally locked in the library for an entire weekend, she doesn't think things could get any worse. But that's before she realizes that Dax Miller is locked in with her.
Autumn doesn't know much about Dax except that he's trouble. Between the rumors about the fight he was in (and that brief stint in juvie that followed it) and his reputation as a loner, he's not exactly the ideal person to be stuck with. Still, she just keeps reminding herself that it is only a matter of time before Jeff, her almost-boyfriend, realizes he left her in the library and comes to rescue her.
Only he doesn't come. No one does.
Instead it becomes clear that Autumn is going to have to spend the next couple of days living off vending-machine food and making conversation with a boy who clearly wants nothing to do with her. Except there is more to Dax than meets the eye.
As he and Autumn at first grudgingly, and then not so grudgingly, open up to each other, Autumn is struck by their surprising connection. But can their feelings for each other survive once the weekend is over and Autumn's old life, and old love interest, threaten to pull her from Dax's side?",346,Paperback,"['Romance', 'Young Adult', 'Contemporary', 'Audiobook', 'Young Adult Contemporary', 'Fiction', 'Contemporary Romance']","January 31, 2017",3.85,50979.0,6832.0,1204.0,42600.0,11.99,https://www.goodreads.com/book/show/30256248-by-your-side
3753,9780451474490,Etched in Bone ,The Others,5,Anne Bishop,Roc,English,"bestselling author Anne Bishop returns to her world of the Others, as humans struggle to survive in the shadow of shapeshifters and vampires far more powerful than themselves…
 
After a human uprising was brutally put down by the Elders—a primitive and lethal form of the Others—the few cities left under human control are far-flung. And the people within them now know to fear the no-man’s-land beyond their borders—and the darkness…
As some communities struggle to rebuild, Lakeside Courtyard has emerged relatively unscathed, though Simon Wolfgard, its wolf shifter leader, and blood prophet Meg Corbyn must work with the human pack to maintain the fragile peace. But all their efforts are threatened when Lieutenant Montgomery’s shady brother arrives, looking for a free ride and easy pickings.
With the humans on guard against one of their own, tensions rise, drawing the attention of the Elders, who are curious about the effect such an insignificant predator can have on a pack. But Meg knows the dangers, for she has seen in the cards how it will all end—with her standing beside a grave",397,Hardcover,"['Fantasy', 'Urban Fantasy', 'Paranormal', 'Vampires', 'Romance', 'Shapeshifters', 'Adult']","March 7, 2017",4.32,23667.0,2294.0,659.0,12900.0,6.99,https://www.goodreads.com/book/show/22062213-etched-in-bone
3754,9781101906750,The Chilbury Ladies' Choir,,,Jennifer    Ryan,Crown Publishing Group,English,"The village of Chilbury in Kent is about to ring in some changes.
This is a delightful novel of wartime gumption and village spirit that will make your heart sing out.
Kent, 1940.
In the idyllic village of Chilbury change is afoot. Hearts are breaking as sons and husbands leave to fight, and when the Vicar decides to close the choir until the men return, all seems lost.
But coming together in song is just what the women of Chilbury need in these dark hours, and they are ready to sing. With a little fighting spirit and the arrival of a new musical resident, the charismatic Miss Primrose Trent, the choir is reborn.
Some see the choir as a chance to forget their troubles, others the chance to shine. Though for one villager, the choir is the perfect cover to destroy Chilbury’s new-found harmony.
Uplifting and profoundly moving, THE CHILBURY LADIES’ CHOIR explores how a village can endure the onslaught of war, how monumental history affects small lives and how survival is as much about friendship as it is about courage.",371,Hardcover,"['Historical Fiction', 'Fiction', 'World War II', 'Historical', 'War', 'British Literature', 'Audiobook']","February 14, 2017",3.97,34070.0,5132.0,4023.0,35400.0,13.99,https://www.goodreads.com/book/show/30269104-the-chilbury-ladies-choir
3755,9781594749476,Geekerella ,Once Upon a Con,1,Ashley Poston,Quirk Books,English,"Cinderella goes to the con in this fandom-fueled twist on the classic fairy tale.
Part romance, part love letter to nerd culture, and all totally adorbs, Geekerella is a fairy tale for anyone who believes in the magic of fandom. Geek girl Elle Wittimer lives and breathes 
, the classic sci-fi series she grew up watching with her late father. So when she sees a cosplay contest for a new 
Starfield
 movie, she has to enter. The prize? An invitation to the ExcelsiCon Cosplay Ball, and a meet-and-greet with the actor slated to play Federation Prince Carmindor in the reboot. With savings from her gig at the Magic Pumpkin food truck (and her dad’s old costume), Elle’s determined to win…unless her stepsisters get there first.
 
Teen actor Darien Freeman used to live for cons—before he was famous. Now they’re nothing but autographs and awkward meet-and-greets. Playing Carmindor is all he’s ever wanted, but the 
Starfield
 fandom has written him off as just another dumb heartthrob. As ExcelsiCon draws near, Darien feels more and more like a fake—until he meets a girl who shows him otherwise.",320,Hardcover,"['Romance', 'Young Adult', 'Contemporary', 'Retellings', 'Fiction', 'Audiobook', 'Young Adult Contemporary']","April 4, 2017",3.9,64449.0,11855.0,1488.0,81100.0,12.99,https://www.goodreads.com/book/show/30724132-geekerella
3756,9780593074794,My Not So Perfect Life,,,Sophie Kinsella,RANDOM HOUSE UK,English,"BESTSELLER - Part love story, part workplace drama, this sharply observed novel is a witty critique of the false judgments we make in a social-media-obsessed world. 
New York Times
 bestselling author Sophie Kinsella has written her most timely novel yet.
Everywhere Katie Brenner looks, someone else is living the life she longs for, particularly her boss, Demeter Farlowe. Demeter is brilliant and creative, lives with her perfect family in a posh townhouse, and wears the coolest clothes. Katie's life, meanwhile, is a daily struggle--from her dismal rental to her oddball flatmates to the tense office politics she's trying to negotiate. No wonder Katie takes refuge in not-quite-true Instagram posts, especially as she's desperate to make her dad proud.
Then, just as she's finding her feet--not to mention a possible new romance--the worst happens. Demeter fires Katie. Shattered but determined to stay positive, Katie retreats to her family's farm in Somerset to help them set up a vacation business. London has never seemed so far away--until Demeter unexpectedly turns up as a guest. Secrets are spilled and relationships rejiggered, and as the stakes for Katie's future get higher, she must question her own assumptions about what makes for a truly meaningful life.
Sophie Kinsella is celebrated for her vibrant, relatable characters and her great storytelling gifts. Now she returns with all of the wit, warmth, and wisdom that are the hallmarks of her bestsellers to spin this fresh, modern story about presenting the perfect life when the reality is far from the truth.",448,Paperback,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Audiobook', 'Adult', 'Humor']","February 7, 2017",3.81,121067.0,10141.0,6928.0,123000.0,12.99,https://www.goodreads.com/book/show/30821598-my-not-so-perfect-life
3757,9780553448122,Artemis,,,Andy Weir,Crown,English,"Jazz Bashara is a criminal.
 
Well, sort of. Life on Artemis, the first and only city on the moon, is tough if you're not a rich tourist or an eccentric billionaire. So smuggling in the occasional harmless bit of contraband barely counts, right? Not when you've got debts to pay and your job as a porter barely covers the rent.
 
Everything changes when Jazz sees the chance to commit the perfect crime, with a reward too lucrative to turn down. But pulling off the impossible is just the start of her problems, as she learns that she's stepped square into a conspiracy for control of Artemis itself—and that now, her only chance at survival lies in a gambit even riskier than the first.",305,Hardcover,"['Science Fiction', 'Fiction', 'Audiobook', 'Space', 'Science Fiction Fantasy', 'Adult', 'Fantasy']","November 14, 2017",3.69,266446.0,27022.0,15900.0,235000.0,9.99,https://www.goodreads.com/book/show/34928122-artemis
3758,,Without Merit,,,Colleen Hoover,Atria Books,English,"The Voss family is anything but normal. They live in a repurposed church, newly baptized Dollar Voss. The once cancer-stricken mother lives in the basement, the father is married to the mother’s former nurse, the little half-brother isn’t allowed to do or eat anything fun, and the eldest siblings are irritatingly perfect. Then, there’s Merit.
Merit Voss collects trophies she hasn’t earned and secrets her family forces her to keep. While browsing the local antiques shop for her next trophy, she finds Sagan. His wit and unapologetic idealism disarm and spark renewed life into her—until she discovers that he’s completely unavailable. Merit retreats deeper into herself, watching her family from the sidelines when she learns a secret that no trophy in the world can fix.
Fed up with the lies, Merit decides to shatter the happy family illusion that she’s never been a part of before leaving them behind for good. When her escape plan fails, Merit is forced to deal with the staggering consequences of telling the truth and losing the one boy she loves.",385,Kindle Edition,"['Romance', 'Young Adult', 'Contemporary', 'Fiction', 'New Adult', 'Audiobook', 'Mental Health']","October 3, 2017",3.71,246083.0,20074.0,9386.0,17000.0,11.99,https://www.goodreads.com/book/show/33280872-without-merit
3759,9780997426236,Royally Matched ,Royally,2,Emma Chase,"Emma Chase, LLC",English,"Some men are born responsible, some men have responsibility thrust upon them. Henry John Edgar Thomas Pembrook, Prince of Wessco, just got the motherlode of all responsibility dumped in his regal lap.
He’s not handling it well.
Hoping to help her grandson to rise to the occasion, Queen Lenora agrees to give him ""space""—but while the Queen’s away, the Prince will play. After a chance meeting with an American television producer, Henry finally makes a decision all on his own:
Welcome to Matched: Royal Edition.
A reality TV dating game show featuring twenty of the world's most beautiful blue bloods gathered in the same castle. Only one will win the diamond tiara, only one will capture the handsome prince’s heart.
While Henry revels in the sexy, raunchy antics of the contestants as they fight, literally, for his affection, it’s the quiet, bespectacled girl in the corner—with the voice of an angel and a body that would tempt a saint—who catches his eye.
The more Henry gets to know Sarah Mirabelle Zinnia Von Titebottum, the more enamored he becomes of her simple beauty, her strength, her kind spirit... and her naughty sense of humor.
But Rome wasn’t built in a day—and irresponsible royals aren’t reformed overnight.
As he endeavors to right his wrongs, old words take on whole new meanings for the dashing Prince. Words like, Duty, Honor and most of all—Love.",276,ebook,"['Romance', 'Contemporary', 'Contemporary Romance', 'New Adult', 'Audiobook', 'Adult', 'Humor']","February 21, 2017",4.1,24448.0,2638.0,924.0,19000.0,4.99,https://www.goodreads.com/book/show/29991718-royally-matched
3760,9781101988855,Red Sister ,Book of the Ancestor,1,Mark  Lawrence,Ace,English,"The international bestselling author of the Broken Empire and the Red Queen's War trilogies begins a stunning epic fantasy series about a secretive order of holy warriors...
At the Convent of Sweet Mercy, young girls are raised to be killers. In some few children the old bloods show, gifting rare talents that can be honed to deadly or mystic effect. But even the mistresses of sword and shadow don't truly understand what they have purchased when Nona Grey is brought to their halls.
A bloodstained child of nine falsely accused of murder, guilty of worse, Nona is stolen from the shadow of the noose. It takes ten years to educate a Red Sister in the ways of blade and fist, but under Abbess Glass's care there is much more to learn than the arts of death. Among her class Nona finds a new family—and new enemies.
Despite the security and isolation of the convent, Nona's secret and violent past finds her out, drawing with it the tangled politics of a crumbling empire. Her arrival sparks old feuds to life, igniting vicious struggles within the church and even drawing the eye of the emperor himself.
Beneath a dying sun, Nona Grey must master her inner demons, then loose them on those who stand in her way.",467,Hardcover,"['Fantasy', 'Fiction', 'Adult', 'High Fantasy', 'Magic', 'Young Adult', 'Epic Fantasy']","April 4, 2017",4.17,56933.0,6005.0,3333.0,110000.0,9.99,https://www.goodreads.com/book/show/25895524-red-sister
3761,9780385514231,Origin ,Robert Langdon,5,Dan Brown,Doubleday,English,"Robert Langdon, Harvard professor of symbology and religious iconology, arrives at the ultramodern Guggenheim Museum Bilbao to attend a major announcement—the unveiling of a discovery that “will change the face of science forever.” The evening’s host is Edmond Kirsch, a forty-year-old billionaire and futurist whose dazzling high-tech inventions and audacious predictions have made him a renowned global figure. Kirsch, who was one of Langdon’s first students at Harvard two decades earlier, is about to reveal an astonishing breakthrough . . . one that will answer two of the fundamental questions of human existence. As the event begins, Langdon and several hundred guests find themselves captivated by an utterly original presentation, which Langdon realizes will be far more controversial than he ever imagined. But the meticulously orchestrated evening suddenly erupts into chaos, and Kirsch’s precious discovery teeters on the brink of being lost forever. Reeling and facing an imminent threat, Langdon is forced into a desperate bid to escape Bilbao. With him is Ambra Vidal, the elegant museum director who worked with Kirsch to stage the provocative event. Together they flee to Barcelona on a perilous quest to locate a cryptic password that will unlock Kirsch’s secret. Navigating the dark corridors of hidden history and extreme religion, Langdon and Vidal must evade a tormented enemy whose all-knowing power seems to emanate from Spain’s Royal Palace itself . . . and who will stop at nothing to silence Edmond Kirsch. On a trail marked by modern art and enigmatic symbols, Langdon and Vidal uncover clues that ultimately bring them face-to-face with Kirsch’s shocking discovery . . . and the breathtaking truth that has long eluded us. 
 is Dan Brown’s most brilliant and entertaining novel to date.",461,Hardcover,"['Fiction', 'Thriller', 'Mystery', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adventure']","October 3, 2017",3.89,325241.0,27586.0,36500.0,170000.0,11.99,https://www.goodreads.com/book/show/32283133-origin
3762,9780698192980,The Chosen ,Black Dagger Brotherhood,15,J.R. Ward,Ballantine Books,English,"Xcor, leader of the Band of Bastards, convicted of treason against the Blind King, is facing a brutal interrogation and torturous death at the hands of the Black Dagger Brotherhood. Yet after a life marked by cruelty and evil deeds, he accepts his soldier’s fate, his sole regret the loss of a sacred female who was never his: the Chosen Layla.
 
Layla alone knows the truth that will save Xcor’s life. But revealing his sacrifice and his hidden heritage will expose them both and destroy everything Layla holds dear—even her role of mother to her precious young. Torn between love and loyalty, she must summon the courage to stand up against the only family she has for the only man she will ever love. Yet even if Xcor is somehow granted a reprieve, he and Layla would have to confront a graver challenge: bridging the chasm that divides their worlds without paving the way for a future of even greater war, desolation, and death.
 
As a dangerous old enemy returns to Caldwell, and the identity of a new deity is revealed, nothing is certain or safe in the world of the Black Dagger Brotherhood, not even true love... or destinies that have long seemed set in stone.",544,ebook,"['Paranormal', 'Romance', 'Vampires', 'Paranormal Romance', 'Fantasy', 'Urban Fantasy', 'Adult']","April 4, 2017",4.31,26365.0,2684.0,2331.0,19200.0,9.99,https://www.goodreads.com/book/show/29863848-the-chosen
3763,9781101906668,The Roanoke Girls,,,Amy Engel,Crown,English,"Lane Roanoke is fifteen when she comes to live with her grandparents and fireball cousin at the Roanoke family's rural estate following the suicide of her mother. Over one long, hot summer, Lane experiences the benefits of being one of the rich and beautiful Roanoke girls.
But what she doesn't know is being a Roanoke girl carries a terrible legacy: either the girls run, or they die. For there is darkness at the heart of Roanoke, and when Lane discovers its insidious pull, she must make her choice...",279,Hardcover,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Adult', 'Audiobook']","March 7, 2017",3.72,31452,4946,,44500.0,12.99,https://www.goodreads.com/book/show/30689335-the-roanoke-girls
3764,,"Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions",,,Chimamanda Ngozi Adichie,Knopf,English,"From the best-selling author of 
and 
We Should All Be Feminists
 comes a powerful new statement about feminism today--written as a letter to a friend. 
A few years ago, Chimamanda Ngozi Adichie received a letter from a dear friend from childhood, asking her how to raise her baby girl as a feminist. 
Dear Ijeawele 
is Adichie's letter of response.
Here are fifteen invaluable suggestions--compelling, direct, wryly funny, and perceptive--for how to empower a daughter to become a strong, independent woman. From encouraging her to choose a helicopter, and not only a doll, as a toy if she so desires; having open conversations with her about clothes, makeup, and sexuality; debunking the myth that women are somehow biologically arranged to be in the kitchen making dinner, and that men can ""allow"" women to have full careers, 
Dear Ijeawele
 goes right to the heart of sexual politics in the twenty-first century. It will start a new and urgently needed conversation about what it really means to be a woman today.",63,Hardcover,"['Nonfiction', 'Feminism', 'Essays', 'Audiobook', 'Womens', 'Parenting', 'Africa']","March 7, 2017",4.51,81243,9938,,77600.0,7.99,https://www.goodreads.com/book/show/33585392-dear-ijeawele-or-a-feminist-manifesto-in-fifteen-suggestions
3765,9781250095961,Daughter of the Pirate King ,Daughter of the Pirate King,1,Tricia Levenseller,Feiwel and Friends,English,"There will be plenty of time for me to beat him soundly once I've gotten what I came for.
Sent on a mission to retrieve an ancient hidden map―the key to a legendary treasure trove―seventeen-year-old pirate captain Alosa deliberately allows herself to be captured by her enemies, giving her the perfect opportunity to search their ship.
More than a match for the ruthless pirate crew, Alosa has only one thing standing between her and the her captor, the unexpectedly clever and unfairly attractive first mate Riden. But not to worry, for Alosa has a few tricks up her sleeve, and no lone pirate can stop the Daughter of the Pirate King.
In 
, author Tricia Levenseller blends action, adventure, romance, and a little bit of magic into a thrilling pirate tale.",308,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Pirates', 'Young Adult Fantasy', 'Adventure', 'Fiction']","February 28, 2017",3.97,187037.0,21492.0,5506.0,295000.0,9.99,https://www.goodreads.com/book/show/33643994-daughter-of-the-pirate-king
3766,9781484715765,Wayfarer ,Passenger,2,Alexandra Bracken,Disney-Hyperion,English,"All Etta Spencer wanted was to make her violin debut when she was thrust into a treacherous world where the struggle for power could alter history. After losing the one thing that would have allowed her to protect the Timeline, and the one person worth fighting for, Etta awakens alone in an unknown place and time, exposed to the threat of the two groups who would rather see her dead than succeed. When help arrives, it comes from the last person Etta ever expected—Julian Ironwood, the Grand Master’s heir who has long been presumed dead, and whose dangerous alliance with a man from Etta’s past could put them both at risk. 
Meanwhile, Nicholas and Sophia are racing through time in order to locate Etta and the missing astrolabe with Ironwood travelers hot on their trail. They cross paths with a mercenary-for-hire, a cheeky girl named Li Min who quickly develops a flirtation with Sophia. But as the three of them attempt to evade their pursuers, Nicholas soon realizes that one of his companions may have ulterior motives. 
As Etta and Nicholas fight to make their way back to one another, from Imperial Russia to the Vatican catacombs, time is rapidly shifting and changing into something unrecognizable… and might just run out on both of them.",544,Hardcover,"['Fantasy', 'Young Adult', 'Time Travel', 'Historical Fiction', 'Romance', 'Science Fiction', 'Historical']","January 3, 2017",3.81,13714.0,2031.0,671.0,29300.0,0.0,https://www.goodreads.com/book/show/20983366-wayfarer
3767,,Grip ,Grip,1,Kennedy Ryan,,English,"Resisting an irresistible force wears you down and turns you out. I know. I've been doing it for years. 
I may not have a musical gift of my own, but I've got a nose for talent and an eye for the extraordinary. And Marlon James - Grip to his fans - is nothing short of extraordinary. 
Years ago, we strung together a few magical nights, but I keep those memories in a locked drawer and I've thrown away the key. All that's left is friendship and work. 
He's on the verge of unimaginable fame, all his dreams poised to come true. I manage his career, but I can't seem to manage my heart. 
It's wild, reckless, disobedient. And it remembers all the things I want to forget.
 Make sure you grab FLOW, the FREE prequel first! FLOW is chronicling the week of magical days and nights that will haunt Grip & Bristol for years to come. GRIP is the full-length conclusion of their story.",382,ebook,"['Romance', 'Contemporary Romance', 'Contemporary', 'Music', 'New Adult', 'Audiobook', 'Adult']","March 2, 2017",4.28,13577.0,2104.0,1700.0,22300.0,0.0,https://www.goodreads.com/book/show/31207572-grip
3768,9780812989403,Anything Is Possible ,Amgash,2,Elizabeth Strout,Random House,English,"Depois do sucesso de O Meu Nome É Lucy Barton, Elizabeth Strout regressa com um mosaico delicado da vida de todos os dias, um retrato íntimo das pessoas comuns que tentam entender-se e entender os outros, esforçando-se por ultrapassar o sempre crescente abismo entre o desejar e o ter.
Lançando um olhar sobre as ambiguidades e ambivalências da alma humana, Tudo É Possível é um hino à sensibilidade e à compaixão.",254,Hardcover,"['Fiction', 'Short Stories', 'Literary Fiction', 'Audiobook', 'Contemporary', 'Novels', 'Adult']","April 27, 2017",3.78,65412.0,7249.0,7250.0,67600.0,13.99,https://www.goodreads.com/book/show/32080126-anything-is-possible
3769,9781250123114,Echoes in Death ,In Death,44,J.D. Robb,St. Martin's Press,English,"This chilling new suspense novel from #1 
 bestselling author J.D. Robb is the perfect entry point into the compelling In Death police procedural series featuring Lieutenant Eve Dallas.
As NY Lt. Eve Dallas and her billionaire husband Roarke are driving home, a young woman—dazed, naked, and bloody—suddenly stumbles out in front of their car. Roarke slams on the brakes and Eve springs into action.
Daphne Strazza is rushed to the ER, but it’s too late for her husband Dr. Anthony Strazza. A brilliant orthopedic surgeon, he now lies dead amid the wreckage of his obsessively organized town house, his three safes opened and emptied. Daphne would be a valuable witness, but in her terror and shock the only description of the perp she can offer is repeatedly calling him “the devil”...
While it emerges that Dr. Strazza was cold, controlling, and widely disliked, this is one case where the evidence doesn’t point to the spouse. So Eve and her team must get started on the legwork, interviewing everyone from dinner-party guests to professional colleagues to caterers, in a desperate race to answer some crucial questions:
What does the devil look like? And where will he show up next?",371,Hardcover,"['Mystery', 'Romance', 'Fiction', 'Crime', 'Romantic Suspense', 'Futuristic', 'Suspense']","February 7, 2017",4.43,25314.0,1850.0,2334.0,8957.0,8.99,https://www.goodreads.com/book/show/31384635-echoes-in-death
3770,,The Stone Sky ,The Broken Earth,3,N.K. Jemisin,Orbit,English,"This is the way the world ends... for the last time. 
The Moon will soon return. Whether this heralds the destruction of humankind or something worse will depend on two women.
Essun has inherited the power of Alabaster Tenring. With it, she hopes to find her daughter Nassun and forge a world in which every orogene child can grow up safe.
For Nassun, her mother's mastery of the Obelisk Gate comes too late. She has seen the evil of the world, and accepted what her mother will not admit: that sometimes what is corrupt cannot be cleansed, only destroyed.
The remarkable conclusion to the post-apocalyptic and highly acclaimed trilogy that began with the multi-award-nominated",416,Paperback,"['Fantasy', 'Fiction', 'Science Fiction', 'Dystopia', 'Science Fiction Fantasy', 'Audiobook', 'Adult']","August 15, 2017",4.35,133730.0,12291.0,9447.0,7218.0,11.99,https://www.goodreads.com/book/show/31817749-the-stone-sky
3771,(ISBN10: 1503,In Farleigh Field,,,Rhys Bowen,Lake Union Publishing,English,"“Instantly absorbing, suspenseful, romantic, and stylish—like binge-watching a great British drama on Masterpiece Theater.” —Lee Child, New York Times bestselling author
Winner of the Agatha Award for Best Historical Novel, the Macavity Award for Best Historical Novel, and the Left Coast Crime Award for Best Historical Mystery.
World War II comes to Farleigh Place, the ancestral home of Lord Westerham and his five daughters, when a soldier with a failed parachute falls to his death on the estate. After his uniform and possessions raise suspicions, MI5 operative and family friend Ben Cresswell is covertly tasked with determining if the man is a German spy. The assignment also offers Ben the chance to be near Lord Westerham’s middle daughter, Pamela, whom he furtively loves. But Pamela has her own secret: she has taken a job at Bletchley Park, the British code-breaking facility.
As Ben follows a trail of spies and traitors, which may include another member of Pamela’s family, he discovers that some within the realm have an appalling, history-altering agenda. Can he, with Pamela’s help, stop them before England falls?
Inspired by the events and people of World War II, writer Rhys Bowen crafts a sweeping and riveting saga of class, family, love, and betrayal.",397,Kindle Edition,"['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'World War II', 'War', 'British Literature']","March 1, 2017",4.0,68094.0,3692.0,17600.0,29300.0,0.0,https://www.goodreads.com/book/show/31287352-in-farleigh-field
